"geoid","GEO.display-label","occ","oou","rou","mhi_occ","mhi_oou","mhi_rou","mhc_occ","mhc_oou","mhc_rou"
"25021442101","Census Tract 4421.01, Norfolk County, Massachusetts",1752,1422,330,96302,105100,68725,1649,1827,1169
"25021442102","Census Tract 4421.02, Norfolk County, Massachusetts",2571,2344,227,111891,118750,40806,1911,2053,988
"25021442103","Census Tract 4421.03, Norfolk County, Massachusetts",2163,2127,36,130078,129960,,2387,2379,
"25021442201","Census Tract 4422.01, Norfolk County, Massachusetts",1399,1071,328,137548,156410,80208,2126,2430,1572
"25021442202","Census Tract 4422.02, Norfolk County, Massachusetts",3230,1928,1302,81722,140057,40238,1468,2106,985
"25021443101","Census Tract 4431.01, Norfolk County, Massachusetts",3008,2303,705,88931,94627,71844,1545,1598,1459
"25021443102","Census Tract 4431.02, Norfolk County, Massachusetts",3188,2626,562,87568,100933,50957,1735,1825,1106
"25021456101","Census Tract 4561.01, Norfolk County, Massachusetts",1228,1117,111,123000,125815,78625,1910,2021,1033
"25021456102","Census Tract 4561.02, Norfolk County, Massachusetts",1898,1113,785,63077,117008,37629,1264,1937,1097
"25021456200","Census Tract 4562, Norfolk County, Massachusetts",1283,1027,256,79872,84020,68393,1622,1674,1538
"25021456301","Census Tract 4563.01, Norfolk County, Massachusetts",737,317,420,45842,77875,31486,1135,1521,1069
"25021456302","Census Tract 4563.02, Norfolk County, Massachusetts",2522,1619,903,52439,74675,21732,1311,1394,1264
"25021456401","Census Tract 4564.01, Norfolk County, Massachusetts",1018,814,204,,,,1310,1421,1192
"25021456402","Census Tract 4564.02, Norfolk County, Massachusetts",1869,1763,106,,,,1889,1893,1821
"25021457100","Census Tract 4571, Norfolk County, Massachusetts",1659,1363,296,76065,87470,42708,1531,1771,1024
"25021457200","Census Tract 4572, Norfolk County, Massachusetts",2079,1747,332,127216,151788,47308,2504,2740,1622
"25023500101","Census Tract 5001.01, Plymouth County, Massachusetts",1703,1204,499,81940,89631,41728,1598,1873,1296
"25023500103","Census Tract 5001.03, Plymouth County, Massachusetts",1239,829,410,66164,80341,31875,1302,1378,1149
"25023500104","Census Tract 5001.04, Plymouth County, Massachusetts",1950,1472,478,75459,79420,32500,1491,1764,1178
"25023501101","Census Tract 5011.01, Plymouth County, Massachusetts",1185,949,236,116250,145260,37935,2158,2365,1556
"25023501102","Census Tract 5011.02, Plymouth County, Massachusetts",3217,2633,584,116125,142575,61053,2266,2516,1616
"25023501201","Census Tract 5012.01, Plymouth County, Massachusetts",1315,1245,70,140662,151125,65278,2238,2310,1559
"25023501202","Census Tract 5012.02, Plymouth County, Massachusetts",2718,2089,629,97143,138933,43173,2423,2526,2333
"25023502101","Census Tract 5021.01, Plymouth County, Massachusetts",2128,1322,806,75667,80909,57262,1551,1888,1198
"25023502102","Census Tract 5021.02, Plymouth County, Massachusetts",2124,1571,553,70490,85694,32966,1374,1659,796
"25023502200","Census Tract 5022, Plymouth County, Massachusetts",2265,1856,409,62225,72983,34284,1243,1187,1400
"25023503101","Census Tract 5031.01, Plymouth County, Massachusetts",2377,2099,278,105373,118567,75943,2058,2182,1378
"25023503102","Census Tract 5031.02, Plymouth County, Massachusetts",2485,1998,487,98519,114375,22466,1601,1985,1013
"25023504101","Census Tract 5041.01, Plymouth County, Massachusetts",1931,1687,244,99375,105230,26324,2025,2230,814
"25023504102","Census Tract 5041.02, Plymouth County, Massachusetts",1707,1664,43,,,,2865,2872,2727
"25023505101","Census Tract 5051.01, Plymouth County, Massachusetts",2301,2017,284,,,,2292,2515,1048
"25023505102","Census Tract 5051.02, Plymouth County, Massachusetts",1750,1529,221,,,,2233,2367,1105
"25023505200","Census Tract 5052, Plymouth County, Massachusetts",2700,2111,589,91687,127146,32329,1546,1819,972
"25023506101","Census Tract 5061.01, Plymouth County, Massachusetts",2275,2038,237,108961,109087,108563,1704,1735,1429
"25023506102","Census Tract 5061.02, Plymouth County, Massachusetts",2186,1572,614,83438,117902,36815,1691,2100,1364
"25023506202","Census Tract 5062.02, Plymouth County, Massachusetts",928,768,160,93558,105833,26667,1793,1990,1325
"25023506203","Census Tract 5062.03, Plymouth County, Massachusetts",1916,1509,407,73425,108018,27125,1718,1916,890
"25023506204","Census Tract 5062.04, Plymouth County, Massachusetts",2097,1551,546,75460,81431,53838,1633,1701,1400
"25023507101","Census Tract 5071.01, Plymouth County, Massachusetts",1949,1668,281,111369,121389,65417,2292,2372,1650
"25023507103","Census Tract 5071.03, Plymouth County, Massachusetts",1521,1393,128,,,,2415,2520,1150
"25023507104","Census Tract 5071.04, Plymouth County, Massachusetts",1936,1721,215,,,,2277,2470,1583
"25023508101","Census Tract 5081.01, Plymouth County, Massachusetts",2404,1831,573,92455,106659,44758,1829,1962,1587
"25023508102","Census Tract 5081.02, Plymouth County, Massachusetts",1884,1681,203,,,,1718,1761,1378
"25023508200","Census Tract 5082, Plymouth County, Massachusetts",2021,1910,111,98482,105284,22695,1853,1910,
"25023509101","Census Tract 5091.01, Plymouth County, Massachusetts",2278,1890,388,97857,109554,19541,2023,2178,1507
"25023509102","Census Tract 5091.02, Plymouth County, Massachusetts",2307,1838,469,77422,88684,50982,1466,1589,1238
"25023510100","Census Tract 5101, Plymouth County, Massachusetts",1613,1476,137,70617,70588,70664,1648,1667,1181
"25023510200","Census Tract 5102, Plymouth County, Massachusetts",2161,1442,719,61358,72619,25389,1547,1710,1114
"25023510300","Census Tract 5103, Plymouth County, Massachusetts",1452,425,1027,34545,63994,22994,1078,1616,985
"25023510400","Census Tract 5104, Plymouth County, Massachusetts",1034,318,716,33205,60625,27158,1270,1718,1187
"25023510501","Census Tract 5105.01, Plymouth County, Massachusetts",1099,711,388,54911,64063,47917,1161,1598,1021
"25023510502","Census Tract 5105.02, Plymouth County, Massachusetts",2381,1087,1294,36236,50302,21786,832,1418,573
"25023510503","Census Tract 5105.03, Plymouth County, Massachusetts",1661,584,1077,42214,75125,31086,1141,1421,1086
"25023510600","Census Tract 5106, Plymouth County, Massachusetts",918,826,92,,,,1515,1505,1673
"25023510700","Census Tract 5107, Plymouth County, Massachusetts",2032,1247,785,49375,75083,26103,1294,1651,1135
"25023510800","Census Tract 5108, Plymouth County, Massachusetts",2016,520,1496,37052,47357,32244,1252,1603,1166
"25023510900","Census Tract 5109, Plymouth County, Massachusetts",957,16,941,12142,,12061,443,,437
"25023511000","Census Tract 5110, Plymouth County, Massachusetts",1069,461,608,42010,75101,29408,1220,1448,998
"25023511100","Census Tract 5111, Plymouth County, Massachusetts",1745,1571,174,68087,68445,62368,1523,1550,1218
"25023511200","Census Tract 5112, Plymouth County, Massachusetts",1910,1051,859,45244,66477,18669,1284,1831,519
"25023511301","Census Tract 5113.01, Plymouth County, Massachusetts",1729,971,758,51795,74375,29239,1221,1569,1062
"25023511302","Census Tract 5113.02, Plymouth County, Massachusetts",1253,947,306,71118,86031,17581,1254,1471,475
"25023511400","Census Tract 5114, Plymouth County, Massachusetts",1195,494,701,42522,69250,36467,1236,1790,1098
"25023511500","Census Tract 5115, Plymouth County, Massachusetts",1365,554,811,45250,68431,34148,1293,1808,1137
"25023511600","Census Tract 5116, Plymouth County, Massachusetts",2598,1118,1480,34231,62632,30123,1139,1448,869
"25023511701","Census Tract 5117.01, Plymouth County, Massachusetts",1605,1435,170,71339,73701,55750,1480,1503,1292
"25023511702","Census Tract 5117.02, Plymouth County, Massachusetts",971,623,348,69063,89922,55119,1214,1575,1104
"25023520100","Census Tract 5201, Plymouth County, Massachusetts",2341,1767,574,84784,91745,51688,1558,1603,1421
"25023520201","Census Tract 5202.01, Plymouth County, Massachusetts",1530,986,544,58308,75921,45729,1210,1556,1066
"25023520202","Census Tract 5202.02, Plymouth County, Massachusetts",2164,1425,739,84676,109063,43417,1496,1903,958
"25023521101","Census Tract 5211.01, Plymouth County, Massachusetts",1671,1459,212,76701,87305,12738,1390,1503,358
"25023521102","Census Tract 5211.02, Plymouth County, Massachusetts",1267,876,391,65393,81688,53343,1449,1685,1063
"25023521201","Census Tract 5212.01, Plymouth County, Massachusetts",1190,590,600,59527,90278,51233,1367,1955,1142
"25023521202","Census Tract 5212.02, Plymouth County, Massachusetts",1375,1113,262,82139,87483,34000,1716,1861,886
"25023522101","Census Tract 5221.01, Plymouth County, Massachusetts",1540,1439,101,88724,93536,51250,1679,1717,1115
"25023522102","Census Tract 5221.02, Plymouth County, Massachusetts",1918,1615,303,92500,106438,25208,1633,1832,936
"25023523100","Census Tract 5231, Plymouth County, Massachusetts",1111,815,296,73672,85625,50833,1411,1667,1048
"25023523201","Census Tract 5232.01, Plymouth County, Massachusetts",971,768,203,91875,106034,53295,1616,1895,985
"25023523202","Census Tract 5232.02, Plymouth County, Massachusetts",2904,2669,235,90136,91257,28942,1600,1689,1107
"25023524101","Census Tract 5241.01, Plymouth County, Massachusetts",943,842,101,97813,103864,47379,1647,1735,1286
"25023524102","Census Tract 5241.02, Plymouth County, Massachusetts",1400,1135,265,71754,80208,45050,1232,1439,1009
"25023525101","Census Tract 5251.01, Plymouth County, Massachusetts",2278,1552,726,71935,98488,31518,1344,1728,1131
"25023525104","Census Tract 5251.04, Plymouth County, Massachusetts",1977,1741,236,115913,122008,63269,1938,2090,1250
"25023525203","Census Tract 5252.03, Plymouth County, Massachusetts",2230,1506,724,61658,80648,46167,1342,1282,1358
"25023525204","Census Tract 5252.04, Plymouth County, Massachusetts",1120,1111,9,108281,108984,,1932,1941,
"25023525300","Census Tract 5253, Plymouth County, Massachusetts",3,3,0,,,,,,
"25023526100","Census Tract 5261, Plymouth County, Massachusetts",2852,2597,255,64013,63099,92175,1577,1570,1718
"25023530100","Census Tract 5301, Plymouth County, Massachusetts",1562,1259,303,,,,1193,1341,714
"25023530200","Census Tract 5302, Plymouth County, Massachusetts",1517,729,788,53815,92269,36538,1335,1589,1210
"25023530300","Census Tract 5303, Plymouth County, Massachusetts",1818,838,980,51319,77308,41402,1324,1667,1188
"25023530400","Census Tract 5304, Plymouth County, Massachusetts",2272,2065,207,90931,96483,45982,1684,1668,1708
"25023530500","Census Tract 5305, Plymouth County, Massachusetts",2141,1191,950,53904,74514,31591,1379,1893,1222
"25023530600","Census Tract 5306, Plymouth County, Massachusetts",1903,1759,144,85065,88990,31071,1776,1841,1449
"25023530700","Census Tract 5307, Plymouth County, Massachusetts",2141,1761,380,95443,102292,67391,1832,1829,1809
"25023530801","Census Tract 5308.01, Plymouth County, Massachusetts",2171,1954,217,85100,86613,44728,1892,1881,1858
"25023530802","Census Tract 5308.02, Plymouth County, Massachusetts",1987,1720,267,81174,84679,59241,1596,1574,1704
"25023530901","Census Tract 5309.01, Plymouth County, Massachusetts",2815,2548,267,,,,1858,1923,1527
"25023530902","Census Tract 5309.02, Plymouth County, Massachusetts",1618,1510,108,116339,118456,81375,2120,2142,1790
"25023540101","Census Tract 5401.01, Plymouth County, Massachusetts",1534,1205,329,67877,75859,30045,1296,1432,1178
"25023540102","Census Tract 5401.02, Plymouth County, Massachusetts",944,777,167,92447,98650,23775,1259,1355,1077
"25023540103","Census Tract 5401.03, Plymouth County, Massachusetts",1302,1272,30,124052,123707,,1902,1917,
"25023541100","Census Tract 5411, Plymouth County, Massachusetts",1867,1673,194,98958,101795,62750,1601,1642,1302
"25023542101","Census Tract 5421.01, Plymouth County, Massachusetts",2489,2302,187,97245,98984,78466,1889,1977,
"25023542102","Census Tract 5421.02, Plymouth County, Massachusetts",952,839,113,72167,83977,34375,1591,1668,906
"25023542200","Census Tract 5422, Plymouth County, Massachusetts",2424,2234,190,74327,80084,68910,1317,1318,1317
"25023542300","Census Tract 5423, Plymouth County, Massachusetts",2701,1403,1298,60372,86715,47872,1215,1645,1085
"25023543100","Census Tract 5431, Plymouth County, Massachusetts",1028,912,116,90648,94184,15000,1783,1873,850
"25023544100","Census Tract 5441, Plymouth County, Massachusetts",1969,1796,173,,,,1785,1830,1292
"25023544200","Census Tract 5442, Plymouth County, Massachusetts",2454,2210,244,60484,60726,44357,1323,1274,1498
"25023545100","Census Tract 5451, Plymouth County, Massachusetts",2776,2384,392,73365,78707,38298,1285,1314,1170
"25023545200","Census Tract 5452, Plymouth County, Massachusetts",2106,1749,357,,,,1206,1299,1137
"25023545300","Census Tract 5453, Plymouth County, Massachusetts",1833,1479,354,53854,57740,30057,1204,1496,989
"25023545400","Census Tract 5454, Plymouth County, Massachusetts",2410,1506,904,50991,72763,27639,1247,1426,1027
"25023560100","Census Tract 5601, Plymouth County, Massachusetts",2299,1868,431,86659,98382,51161,1573,1732,931
"25023561100","Census Tract 5611, Plymouth County, Massachusetts",1851,1385,466,76503,93068,67600,1691,1903,972
"25023561200","Census Tract 5612, Plymouth County, Massachusetts",195,83,112,,,,1043,1134,1007
"25023990003","Census Tract 9900.03, Plymouth County, Massachusetts",0,0,0,,,,,,
"25025000100","Census Tract 1, Suffolk County, Massachusetts",1502,375,1127,58542,71298,54292,1751,1411,1730
"25025000201","Census Tract 2.01, Suffolk County, Massachusetts",1341,437,904,68406,130972,55938,1729,1971,1764
"25025000202","Census Tract 2.02, Suffolk County, Massachusetts",1340,395,945,60714,113933,51250,1600,1783,1549
"25025000301","Census Tract 3.01, Suffolk County, Massachusetts",1094,464,630,79792,78654,82083,1636,1505,1763
"25025000302","Census Tract 3.02, Suffolk County, Massachusetts",1204,650,554,72647,78750,71667,1633,1422,1733
"25025000401","Census Tract 4.01, Suffolk County, Massachusetts",2533,337,2196,44009,104548,32083,1326,1828,1297
"25025000402","Census Tract 4.02, Suffolk County, Massachusetts",1363,448,915,51776,70872,48920,1624,1375,1742
"25025000502","Census Tract 5.02, Suffolk County, Massachusetts",1723,298,1425,45230,101121,33162,1553,2015,1496
"25025000503","Census Tract 5.03, Suffolk County, Massachusetts",1230,199,1031,56037,71406,49115,1645,1410,1695
"25025000504","Census Tract 5.04, Suffolk County, Massachusetts",2376,269,2107,40694,76012,36528,1422,1220,1437
"25025000601","Census Tract 6.01, Suffolk County, Massachusetts",1282,400,882,54352,54773,54063,1576,1352,1656
"25025000602","Census Tract 6.02, Suffolk County, Massachusetts",1722,161,1561,24286,85847,20893,1248,,1205
"25025000701","Census Tract 7.01, Suffolk County, Massachusetts",1878,194,1684,43086,56071,42371,1425,,1431
"25025000703","Census Tract 7.03, Suffolk County, Massachusetts",1011,20,991,29116,,28506,1386,,1391
"25025000704","Census Tract 7.04, Suffolk County, Massachusetts",2130,180,1950,48633,76579,46048,1470,1099,1486
"25025000802","Census Tract 8.02, Suffolk County, Massachusetts",2545,424,2121,38389,92941,28885,1678,1946,1669
"25025000803","Census Tract 8.03, Suffolk County, Massachusetts",661,15,646,32140,,31822,1991,,1994
"25025010103","Census Tract 101.03, Suffolk County, Massachusetts",452,58,394,,,,1427,2180,1403
"25025010104","Census Tract 101.04, Suffolk County, Massachusetts",1688,485,1203,55278,96484,46823,1805,2523,1727
"25025010203","Census Tract 102.03, Suffolk County, Massachusetts",3015,123,2892,23494,80450,21628,1719,1642,1701
"25025010204","Census Tract 102.04, Suffolk County, Massachusetts",920,107,813,,,,1506,2031,1484
"25025010300","Census Tract 103, Suffolk County, Massachusetts",286,61,225,40000,102788,32891,1375,1844,1125
"25025010403","Census Tract 104.03, Suffolk County, Massachusetts",1850,71,1779,25641,157639,21367,1536,1788,1494
"25025010404","Census Tract 104.04, Suffolk County, Massachusetts",1403,162,1241,19572,68162,16868,1637,988,1684
"25025010405","Census Tract 104.05, Suffolk County, Massachusetts",867,93,774,16993,54688,14915,916,890,919
"25025010408","Census Tract 104.08, Suffolk County, Massachusetts",906,121,785,61806,139250,55197,1688,1620,1696
"25025010500","Census Tract 105, Suffolk County, Massachusetts",1676,178,1498,43182,108750,36000,2052,2365,2013
"25025010600","Census Tract 106, Suffolk County, Massachusetts",1998,279,1719,93482,129506,86984,2642,2386,2661
"25025010701","Census Tract 107.01, Suffolk County, Massachusetts",1501,511,990,98595,137159,95776,2111,2219,2062
"25025010702","Census Tract 107.02, Suffolk County, Massachusetts",1311,599,712,118508,174904,90776,2329,3054,2018
"25025010801","Census Tract 108.01, Suffolk County, Massachusetts",1741,972,769,103203,125278,71181,1998,2532,1777
"25025010802","Census Tract 108.02, Suffolk County, Massachusetts",1673,753,920,107202,146055,91471,2088,2547,1847
"25025020101","Census Tract 201.01, Suffolk County, Massachusetts",2647,1175,1472,104085,120288,98118,1875,2485,1788
"25025020200","Census Tract 202, Suffolk County, Massachusetts",2194,402,1792,74800,190417,63986,1815,2085,1822
"25025020301","Census Tract 203.01, Suffolk County, Massachusetts",1296,202,1094,114643,132500,112714,2351,1809,2409
"25025020302","Census Tract 203.02, Suffolk County, Massachusetts",582,191,391,92200,137292,80750,1825,1647,1873
"25025020303","Census Tract 203.03, Suffolk County, Massachusetts",1715,467,1248,81607,88125,78478,2317,2301,2320
"25025030100","Census Tract 301, Suffolk County, Massachusetts",1297,274,1023,76458,129219,69980,1708,2278,1664
"25025030200","Census Tract 302, Suffolk County, Massachusetts",1052,253,799,,,,1747,2140,1685
"25025030300","Census Tract 303, Suffolk County, Massachusetts",2699,937,1762,102277,155938,60781,2275,2743,2141
"25025030400","Census Tract 304, Suffolk County, Massachusetts",1510,377,1133,74868,63281,76250,1550,1497,1560
"25025030500","Census Tract 305, Suffolk County, Massachusetts",1485,571,914,102782,116382,95893,2069,2582,1874
"25025040100","Census Tract 401, Suffolk County, Massachusetts",1168,601,567,130455,169750,84663,2026,2569,1766
"25025040200","Census Tract 402, Suffolk County, Massachusetts",670,211,459,43929,126250,24345,849,2531,513
"25025040300","Census Tract 403, Suffolk County, Massachusetts",1960,1079,881,102768,133063,45881,1930,2366,1394
"25025040401","Census Tract 404.01, Suffolk County, Massachusetts",1193,394,799,53438,148750,31453,1133,2289,911
"25025040600","Census Tract 406, Suffolk County, Massachusetts",1334,739,595,121096,160662,84028,2057,2510,1563
"25025040801","Census Tract 408.01, Suffolk County, Massachusetts",2132,594,1538,60192,141500,35634,1695,2322,868
"25025050101","Census Tract 501.01, Suffolk County, Massachusetts",1865,456,1409,42875,89500,31864,1010,1672,936
"25025050200","Census Tract 502, Suffolk County, Massachusetts",1883,426,1457,51847,65517,45972,1193,2017,1152
"25025050300","Census Tract 503, Suffolk County, Massachusetts",1005,106,899,18021,76786,14801,526,1651,466
"25025050400","Census Tract 504, Suffolk County, Massachusetts",973,274,699,51631,65000,50826,1229,1596,1186
"25025050500","Census Tract 505, Suffolk County, Massachusetts",732,227,505,44375,53661,39757,1231,1549,1207
"25025050600","Census Tract 506, Suffolk County, Massachusetts",807,101,706,60057,79688,58026,1210,1473,1191
"25025050700","Census Tract 507, Suffolk County, Massachusetts",1566,312,1254,55000,60208,53590,1248,1826,1234
"25025050901","Census Tract 509.01, Suffolk County, Massachusetts",1430,466,964,60769,90476,52147,1253,1403,1245
"25025051000","Census Tract 510, Suffolk County, Massachusetts",1776,564,1212,53571,66667,50368,1222,1589,1131
"25025051101","Census Tract 511.01, Suffolk County, Massachusetts",2388,924,1464,46794,82419,38796,1274,1832,1099
"25025051200","Census Tract 512, Suffolk County, Massachusetts",1138,435,703,64808,75443,58068,1218,1375,1209
"25025060101","Census Tract 601.01, Suffolk County, Massachusetts",1648,754,894,103895,101875,109375,1702,1885,1607
"25025060200","Census Tract 602, Suffolk County, Massachusetts",1015,549,466,106550,109464,98750,2014,2124,1857
"25025060301","Census Tract 603.01, Suffolk County, Massachusetts",1579,696,883,81098,121136,60788,1673,2067,1551
"25025060400","Census Tract 604, Suffolk County, Massachusetts",2586,896,1690,96789,129063,67143,1684,1932,1439
"25025060501","Census Tract 605.01, Suffolk County, Massachusetts",1904,896,1008,101845,116184,73300,1842,2133,1693
"25025060600","Census Tract 606, Suffolk County, Massachusetts",1421,678,743,112688,102344,114063,2367,2225,2603
"25025060700","Census Tract 607, Suffolk County, Massachusetts",801,0,801,22469,,22469,563,,563
"25025060800","Census Tract 608, Suffolk County, Massachusetts",2123,1025,1098,93819,111908,78929,1842,2062,1491
"25025061000","Census Tract 610, Suffolk County, Massachusetts",1309,237,1072,24814,126146,16696,742,2101,440
"25025061101","Census Tract 611.01, Suffolk County, Massachusetts",1037,0,1037,15938,,15938,341,,341
"25025061200","Census Tract 612, Suffolk County, Massachusetts",2026,838,1188,102174,100167,105786,2146,2136,2150
"25025070101","Census Tract 701.01, Suffolk County, Massachusetts",2841,913,1928,89855,132422,43529,2410,2760,2231
"25025070200","Census Tract 702, Suffolk County, Massachusetts",1658,151,1507,20905,183869,18883,935,1685,893
"25025070300","Census Tract 703, Suffolk County, Massachusetts",2461,1203,1258,102102,160917,52600,1849,2657,1370
"25025070402","Census Tract 704.02, Suffolk County, Massachusetts",686,0,686,15848,,15848,417,,417
"25025070500","Census Tract 705, Suffolk County, Massachusetts",2976,1413,1563,113068,166607,41307,1957,2427,1148
"25025070600","Census Tract 706, Suffolk County, Massachusetts",1261,806,455,116354,152083,88903,2351,2484,2190
"25025070700","Census Tract 707, Suffolk County, Massachusetts",1361,533,828,98482,167188,54148,1774,2369,1241
"25025070800","Census Tract 708, Suffolk County, Massachusetts",2040,753,1287,92500,175927,55237,1864,2550,1608
"25025070900","Census Tract 709, Suffolk County, Massachusetts",1539,357,1182,46472,142614,38444,1576,2419,1308
"25025071101","Census Tract 711.01, Suffolk County, Massachusetts",2096,723,1373,42431,173352,15542,1791,2708,996
"25025071201","Census Tract 712.01, Suffolk County, Massachusetts",1358,428,930,48333,98750,23864,1198,2403,626
"25025080100","Census Tract 801, Suffolk County, Massachusetts",693,194,499,30524,71111,25346,1110,1587,1070
"25025080300","Census Tract 803, Suffolk County, Massachusetts",801,109,692,28378,64821,24423,1025,1078,1017
"25025080401","Census Tract 804.01, Suffolk County, Massachusetts",1346,154,1192,,,,686,1472,658
"25025080500","Census Tract 805, Suffolk County, Massachusetts",1354,74,1280,,,,648,,644
"25025080601","Census Tract 806.01, Suffolk County, Massachusetts",934,82,852,16892,83929,15676,675,1443,575
"25025080801","Census Tract 808.01, Suffolk County, Massachusetts",917,0,917,26120,,26120,501,,501
"25025080900","Census Tract 809, Suffolk County, Massachusetts",1449,101,1348,51680,88750,47250,1661,1424,1705
"25025081001","Census Tract 810.01, Suffolk County, Massachusetts",2159,130,2029,21250,117969,20309,792,1232,758
"25025081100","Census Tract 811, Suffolk County, Massachusetts",1628,483,1145,47813,84875,29313,1506,1616,1439
"25025081200","Census Tract 812, Suffolk County, Massachusetts",1223,230,993,22194,72500,19680,574,,427
"25025081300","Census Tract 813, Suffolk County, Massachusetts",2126,170,1956,20914,84444,20305,530,2152,507
"25025081400","Census Tract 814, Suffolk County, Massachusetts",1240,311,929,42585,65547,32207,1388,1509,1355
"25025081500","Census Tract 815, Suffolk County, Massachusetts",850,245,605,34107,84917,24289,1205,1684,1007
"25025081700","Census Tract 817, Suffolk County, Massachusetts",1490,332,1158,30819,65417,18555,734,1375,675
"25025081800","Census Tract 818, Suffolk County, Massachusetts",1379,370,1009,26012,53897,20379,1094,1671,969
"25025081900","Census Tract 819, Suffolk County, Massachusetts",1413,265,1148,21594,48906,17347,861,,615
"25025082000","Census Tract 820, Suffolk County, Massachusetts",1160,311,849,26635,59943,16138,1169,2275,1005
"25025082100","Census Tract 821, Suffolk County, Massachusetts",2130,217,1913,17321,69125,15395,557,1695,505
"25025090100","Census Tract 901, Suffolk County, Massachusetts",1807,411,1396,30943,60521,22647,1006,1854,901
"25025090200","Census Tract 902, Suffolk County, Massachusetts",814,101,713,,,,852,1898,792
"25025090300","Census Tract 903, Suffolk County, Massachusetts",1264,221,1043,25652,66563,21218,890,,740
"25025090400","Census Tract 904, Suffolk County, Massachusetts",1224,394,830,32150,52875,20333,1088,1380,930
"25025090600","Census Tract 906, Suffolk County, Massachusetts",737,279,458,39489,52159,36500,1349,1596,1253
"25025090700","Census Tract 907, Suffolk County, Massachusetts",1822,614,1208,51885,92727,37070,1356,1903,1197
"25025090901","Census Tract 909.01, Suffolk County, Massachusetts",1437,8,1429,26660,,26824,1848,,1823
"25025091001","Census Tract 910.01, Suffolk County, Massachusetts",1360,602,758,64000,95089,42564,1433,1750,1236
"25025091100","Census Tract 911, Suffolk County, Massachusetts",1815,794,1021,62354,102389,47226,1444,1788,1309
"25025091200","Census Tract 912, Suffolk County, Massachusetts",1175,433,742,66836,109906,40625,1340,2014,1132
"25025091300","Census Tract 913, Suffolk County, Massachusetts",811,190,621,35647,49844,29453,1131,1585,1096
"25025091400","Census Tract 914, Suffolk County, Massachusetts",914,323,591,36625,54360,27305,1109,1729,966
"25025091500","Census Tract 915, Suffolk County, Massachusetts",1643,561,1082,46165,62094,35921,1396,,1230
"25025091600","Census Tract 916, Suffolk County, Massachusetts",1079,235,844,37484,85956,32679,1342,1882,1283
"25025091700","Census Tract 917, Suffolk County, Massachusetts",1009,288,721,41066,71154,32566,1432,2141,1337
"25025091800","Census Tract 918, Suffolk County, Massachusetts",1095,220,875,45114,69375,37846,1173,1807,1111
"25025091900","Census Tract 919, Suffolk County, Massachusetts",1307,473,834,42957,67321,28056,1412,1840,1194
"25025092000","Census Tract 920, Suffolk County, Massachusetts",1582,366,1216,39608,75263,33700,1337,1740,1291
"25025092101","Census Tract 921.01, Suffolk County, Massachusetts",2299,671,1628,45863,73188,30508,1298,1470,1258
"25025092200","Census Tract 922, Suffolk County, Massachusetts",1128,632,496,67891,102386,45000,1616,2351,1340
"25025092300","Census Tract 923, Suffolk County, Massachusetts",1092,431,661,42500,70625,30509,1325,2182,1157
"25025092400","Census Tract 924, Suffolk County, Massachusetts",2029,428,1601,31446,57990,25376,1030,1460,965
"25025100100","Census Tract 1001, Suffolk County, Massachusetts",2023,358,1665,25504,105313,17755,914,1866,686
"25025100200","Census Tract 1002, Suffolk County, Massachusetts",924,390,534,36543,60833,25833,1415,1558,1292
"25025100300","Census Tract 1003, Suffolk County, Massachusetts",1198,672,526,46250,63462,21269,1495,2051,1260
"25025100400","Census Tract 1004, Suffolk County, Massachusetts",1733,763,970,61793,95568,33864,1410,2073,1286
"25025100500","Census Tract 1005, Suffolk County, Massachusetts",2339,782,1557,51558,75313,38052,1433,2079,1329
"25025100601","Census Tract 1006.01, Suffolk County, Massachusetts",2140,897,1243,59205,65074,54802,1343,1810,1188
"25025100603","Census Tract 1006.03, Suffolk County, Massachusetts",835,439,396,80139,95083,50500,1457,1859,1186
"25025100700","Census Tract 1007, Suffolk County, Massachusetts",1921,1087,834,72338,94625,53103,1453,1816,1194
"25025100800","Census Tract 1008, Suffolk County, Massachusetts",2697,1277,1420,73032,106250,49148,1575,1735,1479
"25025100900","Census Tract 1009, Suffolk County, Massachusetts",1583,847,736,60744,71406,50082,1649,2052,1385
"25025101001","Census Tract 1010.01, Suffolk County, Massachusetts",2182,928,1254,42330,62885,25396,1212,1630,1075
"25025101002","Census Tract 1010.02, Suffolk County, Massachusetts",2011,604,1407,29365,41406,20942,1146,1734,1062
"25025101101","Census Tract 1011.01, Suffolk County, Massachusetts",1103,401,702,59133,75508,50313,1563,,1469
"25025101102","Census Tract 1011.02, Suffolk County, Massachusetts",1552,330,1222,39688,58889,31856,1353,1560,1345
"25025110103","Census Tract 1101.03, Suffolk County, Massachusetts",2377,924,1453,64116,101983,36411,1394,1794,1262
"25025110201","Census Tract 1102.01, Suffolk County, Massachusetts",917,314,603,45945,78452,34292,1173,1216,1145
"25025110301","Census Tract 1103.01, Suffolk County, Massachusetts",937,653,284,73438,90110,47679,1518,1833,1183
"25025110401","Census Tract 1104.01, Suffolk County, Massachusetts",1410,796,614,51439,76563,39595,1363,1668,1158
"25025110403","Census Tract 1104.03, Suffolk County, Massachusetts",1716,996,720,75064,109355,38171,1597,1993,1234
"25025110501","Census Tract 1105.01, Suffolk County, Massachusetts",1316,798,518,77727,120938,53158,1623,1903,1234
