"geoid","GEO.display-label","occ","oou","rou","mhi_occ","mhi_oou","mhi_rou","mhc_occ","mhc_oou","mhc_rou"
"25013812201","Census Tract 8122.01, Hampden County, Massachusetts",2036,768,1268,50972,74614,32169,989,1220,898
"25013812202","Census Tract 8122.02, Hampden County, Massachusetts",1854,710,1144,39091,53333,37172,812,880,793
"25013812300","Census Tract 8123, Hampden County, Massachusetts",2067,799,1268,36788,40565,35448,942,1066,912
"25013812401","Census Tract 8124.01, Hampden County, Massachusetts",2449,2417,32,,,,1294,1296,
"25013812403","Census Tract 8124.03, Hampden County, Massachusetts",1694,990,704,53070,67917,28438,949,1135,789
"25013812404","Census Tract 8124.04, Hampden County, Massachusetts",1395,1324,71,75186,77074,14871,1380,1434,513
"25013812500","Census Tract 8125, Hampden County, Massachusetts",2741,2086,655,63510,87222,42723,1107,1370,919
"25013812600","Census Tract 8126, Hampden County, Massachusetts",2623,1902,721,75236,99531,53417,1262,1379,1103
"25013812701","Census Tract 8127.01, Hampden County, Massachusetts",1618,749,869,43571,75592,25203,904,1347,784
"25013812702","Census Tract 8127.02, Hampden County, Massachusetts",2164,608,1556,32566,69006,28794,812,1136,795
"25013812800","Census Tract 8128, Hampden County, Massachusetts",2631,2146,485,68375,78226,31354,1108,1305,767
"25013812901","Census Tract 8129.01, Hampden County, Massachusetts",1288,1000,288,67350,70855,36724,1202,1327,955
"25013812902","Census Tract 8129.02, Hampden County, Massachusetts",1814,1627,187,81304,84948,31394,1293,1308,1244
"25013812903","Census Tract 8129.03, Hampden County, Massachusetts",30,30,0,,,,1167,1167,
"25013813000","Census Tract 8130, Hampden County, Massachusetts",2774,2487,287,73438,77031,44417,1205,1246,891
"25013813101","Census Tract 8131.01, Hampden County, Massachusetts",2227,1739,488,73555,80718,36081,1084,1179,944
"25013813102","Census Tract 8131.02, Hampden County, Massachusetts",1339,1229,110,88047,94940,46974,1397,1461,879
"25013813204","Census Tract 8132.04, Hampden County, Massachusetts",1143,1115,28,,,,1318,1334,
"25013813205","Census Tract 8132.05, Hampden County, Massachusetts",2922,2350,572,70833,83611,25662,1139,1316,691
"25013813206","Census Tract 8132.06, Hampden County, Massachusetts",1650,1262,388,55030,67500,31442,1202,1389,885
"25013813207","Census Tract 8132.07, Hampden County, Massachusetts",2081,1109,972,,,,920,1267,782
"25013813208","Census Tract 8132.08, Hampden County, Massachusetts",1122,886,236,72500,81141,51600,1108,1220,996
"25013813209","Census Tract 8132.09, Hampden County, Massachusetts",2570,1784,786,55919,64516,34000,1102,1080,1141
"25013813301","Census Tract 8133.01, Hampden County, Massachusetts",2516,2241,275,,,,1746,1825,1334
"25013813303","Census Tract 8133.03, Hampden County, Massachusetts",1722,1513,209,110893,131042,17326,2002,1965,2242
"25013813304","Census Tract 8133.04, Hampden County, Massachusetts",1437,1395,42,,,,1743,1638,2150
"25013813401","Census Tract 8134.01, Hampden County, Massachusetts",2024,1736,288,71579,75758,33015,1334,1404,1019
"25013813403","Census Tract 8134.03, Hampden County, Massachusetts",1588,1279,309,74750,87574,23015,1415,1418,1398
"25013813404","Census Tract 8134.04, Hampden County, Massachusetts",2427,2112,315,95768,102750,20575,1605,1780,586
"25013813500","Census Tract 8135, Hampden County, Massachusetts",1917,1765,152,81018,84395,26912,1467,1557,763
"25013813601","Census Tract 8136.01, Hampden County, Massachusetts",3106,2701,405,77222,81051,55913,1212,1285,941
"25013813602","Census Tract 8136.02, Hampden County, Massachusetts",2269,2101,168,117550,122358,24231,1890,1923,550
"25013813701","Census Tract 8137.01, Hampden County, Massachusetts",1456,1021,435,66458,83137,24147,1075,1385,760
"25013813702","Census Tract 8137.02, Hampden County, Massachusetts",2035,1852,183,,,,1142,1203,1057
"25013813801","Census Tract 8138.01, Hampden County, Massachusetts",1774,1470,304,59898,65208,42500,1061,1102,958
"25013813802","Census Tract 8138.02, Hampden County, Massachusetts",1484,1232,252,87961,94375,29167,1216,1336,736
"25015820101","Census Tract 8201.01, Hampshire County, Massachusetts",2559,2167,392,57367,63011,31897,1198,1319,740
"25015820102","Census Tract 8201.02, Hampshire County, Massachusetts",1508,733,775,36623,54607,28454,899,1227,813
"25015820202","Census Tract 8202.02, Hampshire County, Massachusetts",536,443,93,90000,92446,45729,1306,1323,1213
"25015820203","Census Tract 8202.03, Hampshire County, Massachusetts",3520,2677,843,62011,81972,18426,1304,1458,864
"25015820204","Census Tract 8202.04, Hampshire County, Massachusetts",2196,1752,444,,,,1286,1504,890
"25015820300","Census Tract 8203, Hampshire County, Massachusetts",2554,907,1647,36529,121767,26382,1225,1719,1115
"25015820400","Census Tract 8204, Hampshire County, Massachusetts",131,4,127,,,,963,,973
"25015820500","Census Tract 8205, Hampshire County, Massachusetts",2339,877,1462,32548,84837,23264,1135,1268,1085
"25015820600","Census Tract 8206, Hampshire County, Massachusetts",45,0,45,103021,,103021,718,,718
"25015820700","Census Tract 8207, Hampshire County, Massachusetts",1719,1029,690,81108,112188,30435,1292,1479,995
"25015820801","Census Tract 8208.01, Hampshire County, Massachusetts",2150,1084,1066,64479,104015,30000,1255,1311,1246
"25015820802","Census Tract 8208.02, Hampshire County, Massachusetts",0,0,0,,,,,,
"25015820900","Census Tract 8209, Hampshire County, Massachusetts",2362,2021,341,86910,90182,25586,1209,1328,742
"25015821000","Census Tract 8210, Hampshire County, Massachusetts",1880,1563,317,71827,78073,38348,1285,1338,992
"25015821100","Census Tract 8211, Hampshire County, Massachusetts",3121,2132,989,49029,60952,27083,956,1171,829
"25015821200","Census Tract 8212, Hampshire County, Massachusetts",95,65,30,101250,87188,108750,1297,1633,1125
"25015821300","Census Tract 8213, Hampshire County, Massachusetts",1819,1242,577,69353,90435,33490,1313,1404,1134
"25015821400","Census Tract 8214, Hampshire County, Massachusetts",2288,1675,613,65625,75230,55775,1083,1151,1033
"25015821500","Census Tract 8215, Hampshire County, Massachusetts",1556,1168,388,65451,73676,39444,1097,1263,970
"25015821601","Census Tract 8216.01, Hampshire County, Massachusetts",1591,920,671,54875,61204,34188,1043,998,1071
"25015821602","Census Tract 8216.02, Hampshire County, Massachusetts",1698,970,728,54402,87115,27976,1008,1453,868
"25015821700","Census Tract 8217, Hampshire County, Massachusetts",1408,995,413,67337,92250,30884,1306,1485,891
"25015821901","Census Tract 8219.01, Hampshire County, Massachusetts",1364,776,588,75000,112917,44853,1189,1237,1148
"25015821903","Census Tract 8219.03, Hampshire County, Massachusetts",1785,393,1392,28164,69063,18953,929,1276,887
"25015821904","Census Tract 8219.04, Hampshire County, Massachusetts",1293,473,820,61067,81382,50278,1265,1595,1211
"25015822000","Census Tract 8220, Hampshire County, Massachusetts",85,11,74,,,,1042,,1017
"25015822200","Census Tract 8222, Hampshire County, Massachusetts",2260,1897,363,78796,88405,57109,1131,1223,987
"25015822300","Census Tract 8223, Hampshire County, Massachusetts",2548,1181,1367,45667,56627,40930,897,1049,857
"25015822401","Census Tract 8224.01, Hampshire County, Massachusetts",2247,2061,186,,,,1426,1481,950
"25015822402","Census Tract 8224.02, Hampshire County, Massachusetts",2527,941,1586,54920,66782,39216,955,1200,898
"25015822500","Census Tract 8225, Hampshire County, Massachusetts",2484,2194,290,79858,89044,48362,1320,1407,983
"25015822601","Census Tract 8226.01, Hampshire County, Massachusetts",794,669,125,62976,68977,21964,1159,1288,721
"25015822603","Census Tract 8226.03, Hampshire County, Massachusetts",638,570,68,81635,83750,50417,1401,1513,1132
"25015822605","Census Tract 8226.05, Hampshire County, Massachusetts",502,458,44,,,,1302,1330,1094
"25015822606","Census Tract 8226.06, Hampshire County, Massachusetts",1578,1302,276,67813,75214,26579,1153,1167,1100
"25015822700","Census Tract 8227, Hampshire County, Massachusetts",1451,1253,198,64511,69044,30357,1152,1254,757
"25017300100","Census Tract 3001, Middlesex County, Massachusetts",1048,924,124,82019,87105,60000,1457,1495,1286
"25017301101","Census Tract 3011.01, Middlesex County, Massachusetts",1545,1176,369,73021,82319,38799,1645,1838,900
"25017301102","Census Tract 3011.02, Middlesex County, Massachusetts",1731,1506,225,93935,105086,44625,1572,1687,986
"25017310100","Census Tract 3101, Middlesex County, Massachusetts",2789,546,2243,31739,76111,24663,1010,1534,904
"25017310200","Census Tract 3102, Middlesex County, Massachusetts",2160,1317,843,56653,63011,46985,1305,1831,979
"25017310300","Census Tract 3103, Middlesex County, Massachusetts",2127,953,1174,42172,65724,25773,1258,1253,1259
"25017310400","Census Tract 3104, Middlesex County, Massachusetts",1158,389,769,30182,57679,24597,1176,1347,1055
"25017310500","Census Tract 3105, Middlesex County, Massachusetts",1128,476,652,51637,69063,29135,1179,1612,1105
"25017310601","Census Tract 3106.01, Middlesex County, Massachusetts",2032,1408,624,73611,85563,25436,1205,1552,642
"25017310602","Census Tract 3106.02, Middlesex County, Massachusetts",2015,1234,781,57292,76250,29044,1310,1440,1174
"25017310700","Census Tract 3107, Middlesex County, Massachusetts",1386,284,1102,36442,75000,31063,1036,1448,967
"25017311100","Census Tract 3111, Middlesex County, Massachusetts",783,135,648,45809,92708,35313,1111,1729,1071
"25017311200","Census Tract 3112, Middlesex County, Massachusetts",1043,256,787,38977,73750,32019,971,1438,911
"25017311300","Census Tract 3113, Middlesex County, Massachusetts",1274,417,857,46759,76719,36989,992,1622,956
"25017311400","Census Tract 3114, Middlesex County, Massachusetts",2387,679,1708,48131,71211,41473,1105,1717,1055
"25017311500","Census Tract 3115, Middlesex County, Massachusetts",940,490,450,62895,89348,49609,1250,1669,1106
"25017311600","Census Tract 3116, Middlesex County, Massachusetts",1903,1227,676,64154,84872,43333,1201,1515,1046
"25017311700","Census Tract 3117, Middlesex County, Massachusetts",1458,744,714,54034,64342,48864,1148,1220,1085
"25017311800","Census Tract 3118, Middlesex County, Massachusetts",1047,325,722,35901,75216,30032,1015,1556,929
"25017311900","Census Tract 3119, Middlesex County, Massachusetts",1141,186,955,26685,49167,22404,852,982,845
"25017312000","Census Tract 3120, Middlesex County, Massachusetts",928,283,645,41435,54267,35609,1000,1313,965
"25017312100","Census Tract 3121, Middlesex County, Massachusetts",1150,363,787,43750,62542,28567,1022,1096,1016
"25017312200","Census Tract 3122, Middlesex County, Massachusetts",1624,968,656,61000,72188,45000,1272,1448,1122
"25017312300","Census Tract 3123, Middlesex County, Massachusetts",1942,1194,748,59725,62759,52547,1252,1430,1126
"25017312400","Census Tract 3124, Middlesex County, Massachusetts",898,177,721,29333,75288,21402,981,1619,893
"25017312501","Census Tract 3125.01, Middlesex County, Massachusetts",1712,1213,499,68929,87266,24688,1343,1606,1165
"25017312502","Census Tract 3125.02, Middlesex County, Massachusetts",1596,1178,418,64338,95188,27574,1179,1309,1003
"25017313101","Census Tract 3131.01, Middlesex County, Massachusetts",2105,1915,190,112208,118029,62200,1616,1698,1167
"25017313102","Census Tract 3131.02, Middlesex County, Massachusetts",2147,1810,337,98083,110862,66725,1443,1525,1198
"25017314101","Census Tract 3141.01, Middlesex County, Massachusetts",2134,1714,420,93681,112838,55182,1449,1620,1213
"25017314102","Census Tract 3141.02, Middlesex County, Massachusetts",2947,2395,552,70260,74375,45417,1425,1500,1163
"25017314200","Census Tract 3142, Middlesex County, Massachusetts",1974,1375,599,70069,74327,55536,1492,1700,1230
"25017314301","Census Tract 3143.01, Middlesex County, Massachusetts",3003,2399,604,86685,91068,71196,1280,1435,1081
"25017314302","Census Tract 3143.02, Middlesex County, Massachusetts",968,881,87,121250,129531,64196,1986,2071,1375
"25017315100","Census Tract 3151, Middlesex County, Massachusetts",2119,1829,290,101772,104388,78611,2004,2111,1483
"25017315200","Census Tract 3152, Middlesex County, Massachusetts",3288,2521,767,92792,96970,70256,1610,1589,1642
"25017315401","Census Tract 3154.01, Middlesex County, Massachusetts",1454,1171,283,67031,89009,22361,1409,1500,839
"25017315402","Census Tract 3154.02, Middlesex County, Massachusetts",1049,995,54,108808,109041,71591,1957,1979,1694
"25017315403","Census Tract 3154.03, Middlesex County, Massachusetts",568,523,45,,,,1869,1954,1394
"25017315500","Census Tract 3155, Middlesex County, Massachusetts",2721,2572,149,,,,1767,1789,1412
"25017316101","Census Tract 3161.01, Middlesex County, Massachusetts",1694,1617,77,100625,102057,80750,1927,1993,1411
"25017316102","Census Tract 3161.02, Middlesex County, Massachusetts",2329,1715,614,94185,114063,45588,1448,1774,930
"25017316201","Census Tract 3162.01, Middlesex County, Massachusetts",1390,1355,35,,,,1851,1843,2250
"25017316202","Census Tract 3162.02, Middlesex County, Massachusetts",1454,1395,59,109900,112722,63472,1865,1883,1442
"25017316300","Census Tract 3163, Middlesex County, Massachusetts",3214,1935,1279,77857,87583,67734,1527,1670,1370
"25017316400","Census Tract 3164, Middlesex County, Massachusetts",1936,1846,90,95500,100161,36742,1837,1856,1763
"25017316500","Census Tract 3165, Middlesex County, Massachusetts",2208,1783,425,101439,108125,53428,1466,1804,1138
"25017317101","Census Tract 3171.01, Middlesex County, Massachusetts",2755,2152,603,90847,103333,54205,1332,1605,1032
"25017317102","Census Tract 3171.02, Middlesex County, Massachusetts",1684,1265,419,91290,110781,55313,1739,1958,1337
"25017317103","Census Tract 3171.03, Middlesex County, Massachusetts",1742,1656,86,120671,123125,81293,1992,2026,1362
"25017317201","Census Tract 3172.01, Middlesex County, Massachusetts",983,965,18,118393,117386,,2144,2129,
"25017317202","Census Tract 3172.02, Middlesex County, Massachusetts",1279,1203,76,119393,119250,125417,2092,2148,1500
"25017317203","Census Tract 3172.03, Middlesex County, Massachusetts",1585,1374,211,97679,111154,29338,1596,1796,738
"25017317301","Census Tract 3173.01, Middlesex County, Massachusetts",1177,768,409,74561,81571,50036,1223,1246,1206
"25017317302","Census Tract 3173.02, Middlesex County, Massachusetts",2547,2100,447,73514,85588,18150,1505,1646,671
"25017318100","Census Tract 3181, Middlesex County, Massachusetts",2314,2282,32,101571,102734,,1857,1852,
"25017318200","Census Tract 3182, Middlesex County, Massachusetts",1509,1187,322,108711,119194,76364,1938,2120,1553
"25017318300","Census Tract 3183, Middlesex County, Massachusetts",2649,2510,139,149369,150426,115142,2188,2209,1972
"25017318400","Census Tract 3184, Middlesex County, Massachusetts",1406,1146,260,147304,166111,41293,2407,2655,1279
"25017320102","Census Tract 3201.02, Middlesex County, Massachusetts",1785,1661,124,139974,145391,79048,2257,2360,1605
"25017320103","Census Tract 3201.03, Middlesex County, Massachusetts",1064,883,181,119821,150990,29375,2254,2550,1025
"25017320104","Census Tract 3201.04, Middlesex County, Massachusetts",2573,2174,399,142202,157750,80225,2131,2348,1468
"25017321100","Census Tract 3211, Middlesex County, Massachusetts",2836,1713,1123,83555,107266,50293,1430,1690,1224
"25017321200","Census Tract 3212, Middlesex County, Massachusetts",2600,1560,1040,65417,73500,59500,1292,1419,1202
"25017321300","Census Tract 3213, Middlesex County, Massachusetts",3169,1326,1843,50760,94071,35568,1047,1765,878
"25017321400","Census Tract 3214, Middlesex County, Massachusetts",1171,823,348,91635,86131,98125,1592,1383,1688
"25017321500","Census Tract 3215, Middlesex County, Massachusetts",2705,1463,1242,77065,88371,72649,1390,1664,1172
"25017321600","Census Tract 3216, Middlesex County, Massachusetts",3077,1957,1120,79861,92454,53250,1361,1791,1168
"25017322100","Census Tract 3221, Middlesex County, Massachusetts",1785,1696,89,110625,111513,87125,1719,1747,1738
"25017322200","Census Tract 3222, Middlesex County, Massachusetts",1601,1209,392,75811,96406,42038,1465,1788,1123
"25017322300","Census Tract 3223, Middlesex County, Massachusetts",2472,1658,814,61743,85076,39333,1303,1642,1037
"25017322400","Census Tract 3224, Middlesex County, Massachusetts",1780,1234,546,72563,93176,62786,1312,1465,1221
"25017323100","Census Tract 3231, Middlesex County, Massachusetts",2538,2319,219,137551,139668,60865,2063,2184,1601
"25017324101","Census Tract 3241.01, Middlesex County, Massachusetts",1728,1550,178,111250,117596,25179,2044,2207,816
"25017324102","Census Tract 3241.02, Middlesex County, Massachusetts",1718,1303,415,112391,128625,51625,1788,2104,1337
"25017325100","Census Tract 3251, Middlesex County, Massachusetts",3365,2151,1214,74659,105765,40385,1199,1744,924
"25017326101","Census Tract 3261.01, Middlesex County, Massachusetts",1506,1212,294,121184,136844,56429,1887,2108,1300
"25017326102","Census Tract 3261.02, Middlesex County, Massachusetts",2486,2213,273,116422,119194,71146,2031,2165,1075
"25017327101","Census Tract 3271.01, Middlesex County, Massachusetts",1312,1245,67,87381,100677,37708,1833,1897,
"25017327102","Census Tract 3271.02, Middlesex County, Massachusetts",1502,973,529,78218,85885,70640,1257,1199,1286
"25017327103","Census Tract 3271.03, Middlesex County, Massachusetts",1433,1068,365,84735,105500,24899,1304,1787,887
"25017328100","Census Tract 3281, Middlesex County, Massachusetts",1176,1148,28,,,,1856,1865,
"25017330100","Census Tract 3301, Middlesex County, Massachusetts",2826,2685,141,,,,2147,2178,1806
"25017330200","Census Tract 3302, Middlesex County, Massachusetts",2535,1985,550,105202,118599,55089,1786,2040,1410
"25017331101","Census Tract 3311.01, Middlesex County, Massachusetts",1135,856,279,91425,103800,75766,1869,1870,1786
"25017331102","Census Tract 3311.02, Middlesex County, Massachusetts",2398,1969,429,95212,102884,73299,1697,1844,1559
"25017331200","Census Tract 3312, Middlesex County, Massachusetts",1794,1544,250,95833,108314,35833,1929,2046,1533
"25017331300","Census Tract 3313, Middlesex County, Massachusetts",2325,2221,104,,,,1881,1902,1527
"25017332100","Census Tract 3321, Middlesex County, Massachusetts",1974,1867,107,,,,1937,1872,2357
"25017332200","Census Tract 3322, Middlesex County, Massachusetts",3325,1861,1464,87019,94068,75808,1688,1777,1597
"25017332300","Census Tract 3323, Middlesex County, Massachusetts",2514,1947,567,92753,103057,57411,1450,1840,1330
"25017332400","Census Tract 3324, Middlesex County, Massachusetts",1546,890,656,95700,100333,89167,1948,1716,1997
"25017333100","Census Tract 3331, Middlesex County, Massachusetts",2900,2047,853,87576,105927,56682,1500,1725,1386
"25017333200","Census Tract 3332, Middlesex County, Massachusetts",1988,1359,629,63056,77117,39639,1229,1282,1156
"25017333300","Census Tract 3333, Middlesex County, Massachusetts",1639,882,757,73102,92407,56150,1345,1762,1209
"25017333400","Census Tract 3334, Middlesex County, Massachusetts",2375,1532,843,81374,94848,53656,1413,1572,1346
"25017333501","Census Tract 3335.01, Middlesex County, Massachusetts",1889,1436,453,95089,107738,57448,1406,1570,1196
"25017333502","Census Tract 3335.02, Middlesex County, Massachusetts",1320,656,664,67661,117625,35625,1212,2036,1063
"25017333600","Census Tract 3336, Middlesex County, Massachusetts",2635,1016,1619,79835,110000,62518,1546,1860,1491
"25017334100","Census Tract 3341, Middlesex County, Massachusetts",2540,1773,767,104318,122411,79191,2127,2507,1668
"25017334200","Census Tract 3342, Middlesex County, Massachusetts",1487,1100,387,110046,120167,59464,1617,2069,1186
"25017334300","Census Tract 3343, Middlesex County, Massachusetts",2492,2282,210,123432,132778,45903,2010,2136,1015
"25017334400","Census Tract 3344, Middlesex County, Massachusetts",2649,2011,638,89258,104936,34718,1530,1913,1177
"25017335100","Census Tract 3351, Middlesex County, Massachusetts",2436,1675,761,82500,102658,61583,1464,1875,1182
"25017335200","Census Tract 3352, Middlesex County, Massachusetts",2282,1809,473,91175,110739,31028,1818,2107,986
"25017335301","Census Tract 3353.01, Middlesex County, Massachusetts",1688,1033,655,77569,116750,30750,1504,2096,1165
"25017335302","Census Tract 3353.02, Middlesex County, Massachusetts",1856,1338,518,80357,92386,51981,1484,1946,1285
"25017335400","Census Tract 3354, Middlesex County, Massachusetts",1743,1509,234,93885,103110,69286,1833,1977,1442
"25017336100","Census Tract 3361, Middlesex County, Massachusetts",2335,1589,746,77341,108878,36524,1251,1571,794
"25017336200","Census Tract 3362, Middlesex County, Massachusetts",2208,1967,241,117391,126181,42813,1860,1999,1453
"25017336300","Census Tract 3363, Middlesex County, Massachusetts",2527,2099,428,92755,102425,62938,1557,1877,1272
"25017336401","Census Tract 3364.01, Middlesex County, Massachusetts",2089,846,1243,62194,76062,55225,1428,1821,1310
"25017336402","Census Tract 3364.02, Middlesex County, Massachusetts",2190,1206,984,75974,95473,47603,1144,1744,943
"25017337101","Census Tract 3371.01, Middlesex County, Massachusetts",1280,912,368,94444,117632,27639,1192,1691,679
"25017337102","Census Tract 3371.02, Middlesex County, Massachusetts",1951,1621,330,97961,108563,50139,1771,1945,1255
"25017337201","Census Tract 3372.01, Middlesex County, Massachusetts",1450,780,670,59932,82656,45066,1245,1465,1192
"25017337202","Census Tract 3372.02, Middlesex County, Massachusetts",2043,1359,684,69588,96853,34300,1504,1695,1335
"25017337300","Census Tract 3373, Middlesex County, Massachusetts",2331,1228,1103,81589,92244,43383,1585,1904,1448
"25017338100","Census Tract 3381, Middlesex County, Massachusetts",968,864,104,145000,159348,76500,2159,2330,1762
"25017338200","Census Tract 3382, Middlesex County, Massachusetts",1525,1147,378,96688,113438,64318,1685,1933,1441
"25017338300","Census Tract 3383, Middlesex County, Massachusetts",1164,841,323,121184,148977,61369,2200,2771,1564
"25017338400","Census Tract 3384, Middlesex County, Massachusetts",1962,1895,67,,,,2816,2856,2477
"25017338500","Census Tract 3385, Middlesex County, Massachusetts",1967,1700,267,187863,206719,41484,3041,3242,1500
"25017339100","Census Tract 3391, Middlesex County, Massachusetts",2750,1648,1102,56635,109825,23996,1265,1992,804
"25017339200","Census Tract 3392, Middlesex County, Massachusetts",2064,1710,354,101759,118380,80972,1997,2131,1577
"25017339300","Census Tract 3393, Middlesex County, Massachusetts",1144,705,439,70833,83964,48487,1509,1592,1423
"25017339400","Census Tract 3394, Middlesex County, Massachusetts",1436,671,765,73088,95974,49250,1553,1628,1523
"25017339500","Census Tract 3395, Middlesex County, Massachusetts",1510,770,740,78158,103750,55543,1650,2030,1376
"25017339600","Census Tract 3396, Middlesex County, Massachusetts",2156,904,1252,79605,86250,77927,1718,2020,1642
"25017339700","Census Tract 3397, Middlesex County, Massachusetts",1600,674,926,60703,62955,60547,1398,1236,1420
"25017339801","Census Tract 3398.01, Middlesex County, Massachusetts",2353,764,1589,72202,62283,72489,1902,1507,1962
"25017339802","Census Tract 3398.02, Middlesex County, Massachusetts",1779,886,893,67750,78917,37125,1307,1069,1426
"25017339900","Census Tract 3399, Middlesex County, Massachusetts",1910,905,1005,65000,64255,68640,1350,990,1382
"25017340000","Census Tract 3400, Middlesex County, Massachusetts",1038,547,491,61477,77721,52011,1445,2060,1362
"25017340100","Census Tract 3401, Middlesex County, Massachusetts",2389,2216,173,90110,97778,50313,1804,1838,1324
"25017341101","Census Tract 3411.01, Middlesex County, Massachusetts",1296,906,390,81875,98500,50682,1525,1805,1163
"25017341102","Census Tract 3411.02, Middlesex County, Massachusetts",2100,746,1354,46050,93707,30455,1265,1461,1175
"25017341200","Census Tract 3412, Middlesex County, Massachusetts",2473,978,1495,60864,70862,55384,1315,1343,1308
"25017341300","Census Tract 3413, Middlesex County, Massachusetts",2454,443,2011,39934,68472,33725,1226,1050,1243
"25017341400","Census Tract 3414, Middlesex County, Massachusetts",2267,906,1361,56318,73684,53582,1264,1410,1251
"25017341500","Census Tract 3415, Middlesex County, Massachusetts",1679,717,962,60284,94728,41136,1492,1887,1363
"25017341600","Census Tract 3416, Middlesex County, Massachusetts",2456,1267,1189,53696,78528,43507,1368,1581,1325
"25017341700","Census Tract 3417, Middlesex County, Massachusetts",2016,1156,860,49211,80523,17419,1322,1820,910
"25017341800","Census Tract 3418, Middlesex County, Massachusetts",2338,688,1650,36316,95833,26398,1096,1554,1027
"25017341901","Census Tract 3419.01, Middlesex County, Massachusetts",490,280,210,51438,62167,46985,1671,1909,1446
"25017341902","Census Tract 3419.02, Middlesex County, Massachusetts",3345,1276,2069,65536,93690,61817,1646,1913,1610
"25017342101","Census Tract 3421.01, Middlesex County, Massachusetts",1560,681,879,41184,49940,32234,1325,1779,1256
"25017342102","Census Tract 3421.02, Middlesex County, Massachusetts",1555,520,1035,28898,59688,22307,1062,1786,1007
"25017342201","Census Tract 3422.01, Middlesex County, Massachusetts",1869,822,1047,55666,72092,44261,1367,1173,1400
"25017342202","Census Tract 3422.02, Middlesex County, Massachusetts",1365,757,608,61163,77670,56667,1454,1864,1217
"25017342300","Census Tract 3423, Middlesex County, Massachusetts",2543,895,1648,65844,71140,63851,1368,1645,1286
"25017342400","Census Tract 3424, Middlesex County, Massachusetts",2456,611,1845,43418,71450,33545,1222,1438,1193
"25017342500","Census Tract 3425, Middlesex County, Massachusetts",2552,943,1609,46053,83750,39798,1359,1722,1283
"25017342600","Census Tract 3426, Middlesex County, Massachusetts",1639,572,1067,52854,61667,46886,1426,2071,1243
"25017350103","Census Tract 3501.03, Middlesex County, Massachusetts",520,164,356,80455,101000,64766,1609,1708,1696
"25017350104","Census Tract 3501.04, Middlesex County, Massachusetts",2821,806,2015,43474,79439,39089,1256,1625,1204
"25017350200","Census Tract 3502, Middlesex County, Massachusetts",2512,1232,1280,76974,89833,65000,1530,1813,1469
"25017350300","Census Tract 3503, Middlesex County, Massachusetts",1104,580,524,67143,91016,59146,1378,1455,1301
"25017350400","Census Tract 3504, Middlesex County, Massachusetts",2452,875,1577,87600,98304,86760,1783,2218,1695
"25017350500","Census Tract 3505, Middlesex County, Massachusetts",704,265,439,97250,113625,90938,1745,1396,1769
"25017350600","Census Tract 3506, Middlesex County, Massachusetts",966,359,607,101216,150040,93750,1988,2129,1930
"25017350700","Census Tract 3507, Middlesex County, Massachusetts",2969,785,2184,67725,95804,53627,1400,1698,1352
"25017350800","Census Tract 3508, Middlesex County, Massachusetts",893,491,402,97063,127523,87200,1667,1565,1732
"25017350900","Census Tract 3509, Middlesex County, Massachusetts",1620,575,1045,113523,138375,95694,1856,1798,1842
"25017351000","Census Tract 3510, Middlesex County, Massachusetts",3081,1021,2060,78234,71837,82760,1776,1755,1767
"25017351100","Census Tract 3511, Middlesex County, Massachusetts",2542,895,1647,80982,104831,74020,1624,1743,1618
"25017351203","Census Tract 3512.03, Middlesex County, Massachusetts",1902,565,1337,79734,95586,77429,1730,1731,1805
"25017351204","Census Tract 3512.04, Middlesex County, Massachusetts",1804,506,1298,64057,93214,60779,1522,1765,1467
"25017351300","Census Tract 3513, Middlesex County, Massachusetts",1993,375,1618,58174,96016,49875,1188,1665,1140
"25017351403","Census Tract 3514.03, Middlesex County, Massachusetts",1587,598,989,60801,88409,51783,1303,1690,1219
"25017351404","Census Tract 3514.04, Middlesex County, Massachusetts",1572,526,1046,54818,72500,44063,1474,2022,1340
"25017351500","Census Tract 3515, Middlesex County, Massachusetts",1139,333,806,60104,89375,48172,1426,1605,1393
"25017352101","Census Tract 3521.01, Middlesex County, Massachusetts",1101,423,678,67188,119271,46250,2391,2206,2554
"25017352102","Census Tract 3521.02, Middlesex County, Massachusetts",1210,715,495,115000,116010,102031,1989,2222,1796
"25017352200","Census Tract 3522, Middlesex County, Massachusetts",1100,288,812,37091,106667,20714,969,1417,723
"25017352300","Census Tract 3523, Middlesex County, Massachusetts",1796,282,1514,81563,113438,57813,2051,2142,1988
"25017352400","Census Tract 3524, Middlesex County, Massachusetts",757,148,609,43750,115000,36799,990,1625,905
"25017352500","Census Tract 3525, Middlesex County, Massachusetts",1179,460,719,88155,95938,83438,1850,2023,1788
"25017352600","Census Tract 3526, Middlesex County, Massachusetts",1042,329,713,61326,76250,49531,1342,,1366
"25017352700","Census Tract 3527, Middlesex County, Massachusetts",1011,230,781,49963,75556,48346,1407,1800,1364
"25017352800","Census Tract 3528, Middlesex County, Massachusetts",868,333,535,92500,124271,75795,1628,1802,1652
"25017352900","Census Tract 3529, Middlesex County, Massachusetts",1371,700,671,83932,125197,61031,1660,1817,1650
"25017353000","Census Tract 3530, Middlesex County, Massachusetts",1775,460,1315,63008,128864,50712,1617,1758,1608
"25017353101","Census Tract 3531.01, Middlesex County, Massachusetts",879,124,755,81793,88306,77750,2107,2077,2110
